   Epoch(us)          MPI      Compute       Memory        Sleep        Total
      3.6600       500000            0            0            0       500000
      3.6650       500000            0            0            0       500000
      3.6700       500000            0            0            0       500000
      3.6750       500000            0            0            0       500000
      3.6800       467039        32961            0            0       500000
      3.6850       459063        40937            0            0       500000
      3.6900       483898        16102            0            0       500000
      3.6950       490000        10000            0            0       500000
      3.7000       500000            0            0            0       500000
      3.7050       500000            0            0            0       500000
      3.7100       500000            0            0            0       500000
      3.7150       470000        30000            0            0       500000
      3.7200       466560        33440            0            0       500000
      3.7250       473440        26560            0            0       500000
      3.7300       500000            0            0            0       500000
      3.7350       490000        10000            0            0       500000
      3.7400       500000            0            0            0       500000
      3.7450       500000            0            0            0       500000
      3.7500       478123        21877            0            0       500000
      3.7550       480097        19903            0            0       500000
      3.7600       454392        45608            0            0       500000
      3.7650       497388         2612            0            0       500000
      3.7700       494736         5264            0            0       500000
      3.7750       495264         4736            0            0       500000
      3.7800       500000            0            0            0       500000
      3.7850       490000        10000            0            0       500000
      3.7900       470000        30000            0            0       500000
      3.7950       460000        40000            0            0       500000
      3.8000       490000        10000            0            0       500000
      3.8050       500000            0            0            0       500000
      3.8100       490000        10000            0            0       500000
      3.8150       500000            0            0            0       500000
      3.8200       490941         9059            0            0       500000
      3.8250       469059        30941            0            0       500000
      3.8300       460000        40000            0            0       500000
      3.8350       490000        10000            0            0       500000
      3.8400       500000            0            0            0       500000
      3.8450       490000        10000            0            0       500000
      3.8500       500000            0            0            0       500000
      3.8550       497810         2190            0            0       500000
      3.8600       476084        23916            0            0       500000
      3.8650       458542        41458            0            0       500000
      3.8700       487564        12436            0            0       500000
      3.8750       490000        10000            0            0       500000
      3.8800       500000            0            0            0       500000
      3.8850       490000        10000            0            0       500000
      3.8900       500000            0            0            0       500000
      3.8950       490000        10000            0            0       500000
      3.9000       464975        35025            0            0       500000
      3.9050       465025        34975            0            0       500000
      3.9100       500000            0            0            0       500000
      3.9150       500000            0            0            0       500000
      3.9200       480000        20000            0            0       500000
      3.9250       500000            0            0            0       500000
      3.9300       490000        10000            0            0       500000
      3.9350       470000        30000            0            0       500000
      3.9400       460000        40000            0            0       500000
      3.9450       500000            0            0            0       500000
      3.9500       500000            0            0            0       500000
      3.9550       490000        10000            0            0       500000
      3.9600       490000        10000            0            0       500000
      3.9650       490000        10000            0            0       500000
      3.9700       485306        14694            0            0       500000
      3.9750       455497        44503            0            0       500000
      3.9800       479197        20803            0            0       500000
      3.9850       500000            0            0            0       500000
      3.9900       497399         2601            0            0       500000
      3.9950       492601         7399            0            0       500000
      4.0000       497571         2429            0            0       500000
      4.0050       475321        24679            0            0       500000
      4.0100       468056        31944            0            0       500000
      4.0150       469052        30948            0            0       500000
      4.0200       500000            0            0            0       500000
      4.0250       500000            0            0            0       500000
      4.0300       490000        10000            0            0       500000
      4.0350       490000        10000            0            0       500000
      4.0400       490000        10000            0            0       500000
      4.0450       480000        20000            0            0       500000
      4.0500       455218        44782            0            0       500000
      4.0550       494782         5218            0            0       500000
      4.0600       500000            0            0            0       500000
      4.0650       493181         6819            0            0       500000
      4.0700       486819        13181            0            0       500000
      4.0750       490000        10000            0            0       500000
      4.0800       490000        10000            0            0       500000
      4.0850       450000        50000            0            0       500000
      4.0900       490000        10000            0            0       500000
      4.0950       500000            0            0            0       500000
      4.1000       500000            0            0            0       500000
      4.1050       483760        16240            0            0       500000
      4.1100       486240        13760            0            0       500000
      4.1150       500000            0            0            0       500000
      4.1200       478287        21713            0            0       500000
      4.1250       452515        47485            0            0       500000
      4.1300       499198          802            0            0       500000
      4.1350       500000            0            0            0       500000
      4.1400       491275         8725            0            0       500000
      4.1450       480942        19058            0            0       500000
      4.1500       487783        12217            0            0       500000
      4.1550       480000        20000            0            0       500000
      4.1600       473157        26843            0            0       500000
      4.1650       486843        13157            0            0       500000
      4.1700       500000            0            0            0       500000
      4.1750       500000            0            0            0       500000
      4.1800       461441        38559            0            0       500000
      4.1850       422816        77184            0            0       500000
      4.1900       450425        49575            0            0       500000
      4.1950       405651        94349            0            0       500000
      4.2000       401313        98687            0            0       500000
      4.2050       448354        51646            0            0       500000
      4.2100       500000            0            0            0       500000
      4.2150       500000            0            0            0       500000
      4.2200       458572        41428            0            0       500000
      4.2250       491428         8572            0            0       500000
      4.2300       500000            0            0            0       500000
      4.2350       500000            0            0            0       500000
      4.2400       500000            0            0            0       500000
      4.2450       465049        34951            0            0       500000
      4.2500       484951        15049            0            0       500000
      4.2550       470000        30000            0            0       500000
      4.2600       500000            0            0            0       500000
      4.2650       478244        21756            0            0       500000
      4.2700       480831        19169            0            0       500000
      4.2750       450359        49641            0            0       500000
      4.2800       450566        49434            0            0       500000
      4.2850       470000        30000            0            0       500000
      4.2900       470000        30000            0            0       500000
      4.2950       460000        40000            0            0       500000
      4.3000       470000        30000            0            0       500000
      4.3050       490000        10000            0            0       500000
      4.3100       490000        10000            0            0       500000
      4.3150       480000        20000            0            0       500000
      4.3200       490000        10000            0            0       500000
      4.3250       495999         4001            0            0       500000
      4.3300       484001        15999            0            0       500000
      4.3350       490000        10000            0            0       500000
      4.3400       490000        10000            0            0       500000
      4.3450       490000        10000            0            0       500000
      4.3500       500000            0            0            0       500000
      4.3550       500000            0            0            0       500000
      4.3600       500000            0            0            0       500000
      4.3650       500000            0            0            0       500000
      4.3700       500000            0            0            0       500000
      4.3750       500000            0            0            0       500000
      4.3800       500000            0            0            0       500000
      4.3850       500000            0            0            0       500000
      4.3900       500000            0            0            0       500000
      4.3950       500000            0            0            0       500000
      4.4000       500000            0            0            0       500000
      4.4050       500000            0            0            0       500000
      4.4100       500000            0            0            0       500000
      4.4150       500000            0            0            0       500000
      4.4200       500000            0            0            0       500000
      4.4250       500000            0            0            0       500000
      4.4300       500000            0            0            0       500000
      4.4350       500000            0            0            0       500000
      4.4400       451495        31041        17464            0       500000
      4.4450       425036        18959        56005            0       500000
      4.4500       400000        17464        82536            0       500000
      4.4550       347157        34744       118099            0       500000
      4.4600       322208        47792       130000            0       500000
      4.4650       309064        48830       142106            0       500000
      4.4700       329407        84471        86122            0       500000
      4.4750       276942        57471       165587            0       500000
      4.4800       299892        99060       101048            0       500000
      4.4850       314521        79880       105599            0       500000
      4.4900       274928        40288       184784            0       500000
      4.4950       304868        20000       175132            0       500000
      4.5000       404482        10000        85518            0       500000
      4.5050       444413        10000        45587            0       500000
      4.5100       485587            0         4413        10000       500000
      4.5150       500000            0            0            0       500000
      4.5200       500000            0            0            0       500000
      4.5250       451196        16884        31920            0       500000
      4.5300       356243        33116       110641            0       500000
      4.5350       255082        66258       178660            0       500000
      4.5400       268152        58102       173746            0       500000
      4.5450       295655       105640        98705            0       500000
      4.5500       306350        54337       139313            0       500000
      4.5550       275120        45663       179217            0       500000
      4.5600       319335        30000       150665            0       500000
      4.5650       368591            0       131409            0       500000
      4.5700       494276            0         5724            0       500000
      4.5750       500000            0            0            0       500000
      4.5800       470004        10000        19996            0       500000
      4.5850       375083        37473        87444            0       500000
      4.5900       260099        49983       189918            0       500000
      4.5950       282693        64882       152425            0       500000
      4.6000       274863        97560       127577            0       500000
      4.6050       282621        84966       132413            0       500000
      4.6100       277770        62314       159916            0       500000
      4.6150       277338        72650       150012            0       500000
      4.6200       325132        25108       149760            0       500000
      4.6250       297427        32357       170216            0       500000
      4.6300       252691        72707       174602            0       500000
      4.6350       122631        30000        85721            0       238352
